i01,4047
i02,1444
i03,10605
i04,2021
i05,12903
i06,10696
i07,5530
i08,6929
i09,7150
i10,21525
i11,25966
i12,13453
i13,17979
i14,10011
i15,13451
i16,11485
i17,47970
i18,37903
i19,49544
i20,30098
i21,28011
i22,53380
i23,39230
i24,34476
i25,12322
i26,71048
i27,62222
i28,76176
i29,14287
i30,40597
